Dataset,Taxonomic Level,Traita,Taxonomyb,BMI              p valuec,BMI               q valued,Direction of association (Higher in)e,Permutation p valuef,Ag,A 95% CIh,Ci,C 95% CIj,Ek,E 95% CIl,rMZm,rDZn,2*(rMZ-rDZ)o,,,
Yatsunenko,OTU,184567,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae,NA,NA,NA,0.799,8.26E-15,(0?0.24),0.025917568,(0?0.27),0.974082432,(0.73?1),-1.141133001,-0.272031495,0.298535006,,,
Yatsunenko,OTU,755148,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__1-68; s__,NA,NA,NA,0.632,8.21E-15,(0?0),5.34E-16,(0?0.15),1,(0.8?1),0.106133356,-0.082671329,-0.135738007,,,
Yatsunenko,OTU,183870,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,NA,NA,NA,0.854,8.16E-15,(0?0),0.181005053,(0?0.41),0.818994947,(0.56?1),-0.447295065,0.042707744,0.266355277,,,
Yatsunenko,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Tissierellaceae..g__1.68,NA,NA,NA,NA,0.599,8.10E-15,(0?0),3.97E-15,(0?0.16),1,(0.81?1),-0.126178162,-0.129586345,-0.066497264,,,
Yatsunenko,OTU,4414821,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,NA,NA,NA,0.841,8.02E-15,(0?0.51),0.215386544,(0?0.44),0.784613456,(0.49?1),-0.0744858,0.203049886,0.240292786,,,
Yatsunenko,OTU,192093,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.804,7.97E-15,(0?0.48),0.268851397,(0?0.48),0.731148603,(0.52?0.97),0.093253644,0.302892474,0.256265652,,,
Yatsunenko,OTU,305247,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.865,7.91E-15,(0?0),0.223205905,(0?0.44),0.776794095,(0.54?1),-0.178653075,0.19334046,0.282666997,,,
Yatsunenko,OTU,174473,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.826,7.82E-15,(0?0),0.314573747,(0?0.52),0.685426253,(0.46?0.92),0.021513597,0.331855675,0.321098876,,,
Yatsunenko,OTU,732637,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.731,7.78E-15,(0?0),0,(0?0.18),1,(0.76?1),0.318631587,0.005457175,-0.153858619,,,
Yatsunenko,OTU,260703,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.715,7.77E-15,(0?0.28),3.14E-12,(0?0.23),1,(0.72?1),-0.505698768,-0.160206655,0.092642729,,,
Yatsunenko,OTU,4369797,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,NA,NA,NA,0.876,7.76E-15,(0?0.36),0.113850084,(0?0.35),0.886149916,(0.63?1),-0.337712873,0.04290973,0.211766166,,,
Yatsunenko,OTU,195828,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.755,7.68E-15,(0?0.37),0.090687449,(0?0.33),0.909312551,(0.67?1),-0.258378294,0.035636087,0.164825234,,,
Yatsunenko,OTU,4420417,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.848,7.62E-15,(0?0.47),0.267318178,(0?0.48),0.732681822,(0.51?0.97),-0.442667441,0.152351142,0.373684862,,,
Yatsunenko,OTU,182864,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.73,7.61E-15,(0?0),5.30E-13,(0?0),1,(1?1),-0.079589798,-0.02158902,0.018205879,,,
Yatsunenko,OTU,317205,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.832,7.49E-15,(0?0.25),0.485636645,(0.2?0.65),0.514363355,(0.35?0.73),-0.724199614,0.321046294,0.683146101,,,
Yatsunenko,OTU,223059,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,NA,NA,NA,0.853,7.46E-15,(0?0.38),0.169619034,(0?0.4),0.830380966,(0.6?1),-0.487597969,0.039643671,0.283442656,,,
Yatsunenko,OTU,4426266,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.846,7.32E-15,(0?0),0.079398711,(0?0.32),0.920601289,(0.68?1),-0.52412596,-0.024515498,0.237547482,,,
Yatsunenko,OTU,4481624,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,NA,NA,NA,0.839,7.27E-15,(0?0.36),0.210469628,(0?0.43),0.789530372,(0.57?1),-0.929407392,-0.037518677,0.427185019,,,
Yatsunenko,OTU,777944,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Butyrivibrio; s__,NA,NA,NA,0.851,7.26E-15,(0?0.29),0.097341012,(0?0.33),0.902658988,(0.67?1),-1.082296945,-0.186931748,0.354216724,,,
Yatsunenko,OTU,185203,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.653,7.16E-15,(0?0.24),1.59E-13,(0?0.23),1,(0.76?1),-0.518112816,-0.13226745,0.126788958,,,
Yatsunenko,OTU,299302,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.618,7.14E-15,(0?0),0,(0?0),1,(1?1),-0.287354677,-0.114052614,0.029624725,,,
Yatsunenko,OTU,334573,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.814,7.11E-15,(0?0.62),0.456831774,(0?0.63),0.543168226,(0.34?0.76),0.014299092,0.472386784,0.465237238,,,
Yatsunenko,OTU,172233,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.553,6.92E-15,(0?0.2),2.63E-13,(0?0.2),1,(0.79?1),-0.681228614,-0.197011831,0.143602476,,,
Yatsunenko,OTU,193859,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.832,6.89E-15,(0?0),0.226670372,(0?0.45),0.773329628,(0.55?1),-0.083624146,0.194413586,0.236225659,,,
Yatsunenko,OTU,4456605,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.762,6.85E-15,(0?0),0.00923695,(0?0.25),0.99076305,(0.73?1),-0.531132983,-0.149999638,0.115566854,,,
Yatsunenko,OTU,514272,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,NA,NA,NA,0.843,6.76E-15,(0?0),0.116386372,(0?0.35),0.883613628,(0.65?1),-0.151937103,0.087981737,0.163950289,,,
Yatsunenko,OTU,730906,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.612,6.76E-15,(0?0.22),7.78E-15,(0?0.22),1,(0.78?1),-0.665370203,-0.177303931,0.155381171,,,
Yatsunenko,OTU,291147,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.82,6.65E-15,(0?0.42),0.201465335,(0?0.42),0.798534665,(0.58?1),-0.469137246,0.086365681,0.320934304,,,
Yatsunenko,OTU,187443,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus,NA,NA,NA,0.637,6.54E-15,(0?0.18),3.59E-14,(0?0.13),1,(0.82?1),0.384984295,-0.070856994,-0.263349141,,,
Yatsunenko,OTU,199228,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,NA,NA,NA,0.618,6.47E-15,(0?0),3.99E-14,(0?0),1,(1?1),0.197606204,0.012565265,-0.086237837,,,
Yatsunenko,OTU,167166,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,NA,NA,NA,0.789,6.39E-15,(0?0),0.559564839,(0.01?0.71),0.440435161,(0.27?0.63),0.006502664,0.551241078,0.547989746,,,
Yatsunenko,OTU,176617,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.847,6.09E-15,(0?0),0.133919192,(0?0.37),0.866080808,(0.63?1),-0.499871501,0.017679842,0.267615592,,,
Yatsunenko,OTU,3424188,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,NA,NA,NA,0.739,6.06E-15,(0?0.39),0.155906549,(0?0.38),0.844093451,(0.62?1),-0.394885714,0.057732696,0.255175554,,,
Yatsunenko,OTU,2965639,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.705,6.05E-15,(0?0),3.60E-15,(0?0),1,(1?1),-0.225385193,-0.10246054,0.010232057,,,
Yatsunenko,OTU,362108,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.824,6.02E-15,(0?0),0.096842327,(0?0.33),0.903157673,(0.67?1),-0.299139373,0.017483652,0.167053339,,,
Yatsunenko,OTU,181871,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,NA,NA,NA,0.846,5.94E-15,(0?0.35),0.120247708,(0?0.35),0.879752292,(0.65?1),-0.151849811,0.096254767,0.172179673,,,
Yatsunenko,OTU,181862,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.752,5.82E-15,(0?0.4),0.127613305,(0?0.36),0.872386695,(0.64?1),-0.24657059,0.073477303,0.196762598,,,
Yatsunenko,OTU,3673770,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,NA,NA,NA,0.831,5.79E-15,(0?0.45),0.353691722,(0?0.55),0.646308278,(0.45?0.88),-0.572866379,0.207284689,0.493717879,,,
Yatsunenko,OTU,1142687,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.698,5.71E-15,(0?0.21),1.39E-13,(0?0.14),1,(0.79?1),0.636423361,0.023479914,-0.294731766,,,
Yatsunenko,OTU,196458,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.874,5.59E-15,(0?0.33),0.180443931,(0?0.41),0.819556069,(0.59?1),-0.913757732,-0.038016679,0.418862187,,,
Yatsunenko,OTU,3352106,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,NA,NA,NA,0.828,5.31E-15,(0?0.4),0.220817368,(0?0.44),0.779182632,(0.56?1),-0.926668247,-0.054421608,0.408912515,,,
Yatsunenko,OTU,3680006,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,NA,NA,NA,0.832,5.23E-15,(0?0.39),0.202834011,(0?0.43),0.797165989,(0.57?1),-0.73522519,0.010549474,0.378162069,,,
Yatsunenko,OTU,173920,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.848,5.04E-15,(0?0.5),0.154491214,(0?0.38),0.845508786,(0.5?1),-0.373618978,0.037264881,0.22407437,,,
Yatsunenko,OTU,174614,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,NA,NA,NA,0.627,5.03E-15,(0?0.25),2.39E-15,(0?0.18),1,(0.75?1),0.25665992,-0.00696966,-0.13529962,,,
Yatsunenko,OTU,186379,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.849,4.99E-15,(0?0.38),0.385041884,(0.16?0.57),0.614958116,(0.43?0.84),-0.586460939,0.25145082,0.544681289,,,
Yatsunenko,OTU,186891,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.784,4.98E-15,(0?0.44),0.164277353,(0?0.39),0.835722647,(0.61?1),-0.011843009,0.174256068,0.180177573,,,
Yatsunenko,OTU,287539,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.857,4.77E-15,(0?0),0.369890023,(0?0.56),0.630109977,(0.43?0.86),0.016551199,0.383075397,0.374799797,,,
Yatsunenko,OTU,356030,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.698,4.73E-15,(0?0.2),4.78E-14,(0?0),1,(0.8?1),-0.226172443,-0.148055189,-0.034968967,,,
Yatsunenko,OTU,264325,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,NA,NA,NA,0.859,4.65E-15,(0?0.28),0.143977841,(0?0.37),0.856022159,(0.63?1),-1.269114883,-0.168906915,0.465650526,,,
Yatsunenko,OTU,839545,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,NA,NA,NA,0.869,4.59E-15,(0?0),0.05789841,(0?0.3),0.94210159,(0.6?1),-0.141427484,0.026769768,0.09748351,,,
Yatsunenko,OTU,2063400,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.835,4.52E-15,(0?0.36),0.297690978,(0?0.5),0.702309022,(0.5?0.94),-0.803548208,0.103970224,0.505744328,,,
Yatsunenko,OTU,1133471,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.782,4.49E-15,(0?0),3.55E-14,(0?0.14),1,(0.79?1),0.568954259,-0.053625192,-0.338102322,,,
Yatsunenko,OTU,185090,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.815,4.46E-15,(0?0.38),0.122361334,(0?0.36),0.877638666,(0.64?1),-0.662233891,-0.070844929,0.260272017,,,
Yatsunenko,OTU,4376828,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__,NA,NA,NA,0.78,4.22E-15,(0?0.47),0.226847233,(0?0.45),0.773152767,(0.55?1),-0.152139762,0.198760057,0.274829939,,,
Yatsunenko,OTU,183824,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.825,4.22E-15,(0?0),0.454145396,(0.24?0.63),0.545854604,(0.37?0.76),-0.128203008,0.434918375,0.499019879,,,
Yatsunenko,OTU,188574,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.802,4.02E-15,(0?0),0.258920756,(0.02?0.47),0.741079244,(0.53?0.98),-0.27659285,0.204536457,0.342832882,,,
Yatsunenko,OTU,193919,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.79,4.02E-15,(0?0),0.068265883,(0?0.31),0.931734117,(0.69?1),-0.793225773,-0.164858857,0.23175403,,,
Yatsunenko,OTU,2978043,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,NA,NA,NA,0.769,4.00E-15,(0?0.31),3.77E-13,(0?0),1,(0.69?1),0.247686487,0.058416425,-0.065426819,,,
Yatsunenko,OTU,194082,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.869,3.95E-15,(0?0),0.108187446,(0?0.34),0.891812554,(0.66?1),-0.949757196,-0.102676538,0.37220206,,,
Yatsunenko,OTU,3090117,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__,NA,NA,NA,0.85,3.83E-15,(0?0.43),0.199695522,(0?0.42),0.800304478,(0.58?1),-0.365631754,0.117171727,0.299987604,,,
Yatsunenko,OTU,192438,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.811,3.82E-15,(0?0.51),0.351697665,(0.12?0.55),0.648302335,(0.45?0.88),-0.195003205,0.317328468,0.41483007,,,
Yatsunenko,OTU,192515,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii,NA,NA,NA,0.853,3.81E-15,(0?0.46),0.276834811,(0?0.49),0.723165189,(0.51?0.96),-0.364446592,0.185757559,0.367980855,,,
Yatsunenko,OTU,187468,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.843,3.74E-15,(0?0.35),0.038920641,(0?0.28),0.961079359,(0.72?1),-0.129816144,0.016099771,0.081007843,,,
Yatsunenko,OTU,299673,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.836,3.74E-15,(0?0.32),0.046943122,(0?0.29),0.953056878,(0.68?1),-0.163937731,-0.005254331,0.076714535,,,
Yatsunenko,OTU,619817,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__,NA,NA,NA,0.827,3.71E-15,(0?0.48),0.187679081,(0?0.41),0.812320919,(0.59?1),-0.021303223,0.190877883,0.201529495,,,
Yatsunenko,OTU,529608,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.887,3.65E-15,(0?0.44),0.202611949,(0?0.43),0.797388051,(0.55?1),-0.297495968,0.136271766,0.28501975,,,
Yatsunenko,OTU,259955,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.89,3.60E-15,(0?0.44),0.13657166,(0?0.37),0.86342834,(0.56?1),-0.166030999,0.10150834,0.184523839,,,
Yatsunenko,OTU,368950,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.594,3.56E-15,(0?0.2),4.08E-14,(0?0.17),1,(0.8?1),-0.213417421,-0.138073692,-0.031364982,,,
Yatsunenko,OTU,197929,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.845,3.56E-15,(0?0.28),0.363013364,(0.06?0.56),0.636986636,(0.44?0.87),-0.967490219,0.140632132,0.624377242,,,
Yatsunenko,OTU,4254528,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.829,3.44E-15,(0?0.53),0.314305086,(0?0.52),0.685694914,(0.48?0.92),0.387301962,0.39924879,0.205597809,,,
Yatsunenko,OTU,574263,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,NA,NA,NA,0.85,3.42E-15,(0?0),0.18193663,(0?0.41),0.81806337,(0.55?1),-0.151594846,0.157738484,0.233535907,,,
Yatsunenko,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,NA,NA,NA,NA,0.817,3.42E-15,(0?0.45),0.349591687,(0?0.55),0.650408313,(0.45?0.88),-0.285753659,0.302211599,0.445088429,,,
Yatsunenko,OTU,4416646,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,NA,NA,NA,0.438,3.39E-15,(0?0.17),4.02E-17,(0?0),1,(0.83?1),-0.659891085,-0.279094599,0.050850944,,,
Yatsunenko,OTU,331326,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.901,3.36E-15,(0?0.37),0.177385237,(0?0.4),0.822614763,(0.6?1),-0.645075698,0.026487507,0.349025356,,,
Yatsunenko,OTU,4477861,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.855,3.32E-15,(0?0.5),0.352711549,(0?0.55),0.647288451,(0.45?0.88),-0.104948892,0.342928305,0.395402751,,,
Yatsunenko,OTU,333859,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__,NA,NA,NA,0.874,3.30E-15,(0?0.5),0.241141919,(0?0.46),0.758858081,(0.5?1),-0.231661541,0.190683289,0.306514059,,,
Yatsunenko,OTU,4449054,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.782,3.27E-15,(0?0.54),0.30752877,(0.07?0.51),0.69247123,(0.45?0.93),-0.179052337,0.270685432,0.3602116,,,
Yatsunenko,OTU,322087,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.909,3.26E-15,(0?0),0.303877841,(0?0.51),0.696122159,(0.49?0.94),-0.388365824,0.210393037,0.40457595,,,
Yatsunenko,OTU,194380,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,NA,NA,NA,0.853,3.13E-15,(0?0.36),0.052956413,(0?0.29),0.947043587,(0.71?1),-0.30024281,-0.021940213,0.128181192,,,
Yatsunenko,OTU,181827,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.671,3.12E-15,(0?0.24),6.44E-15,(0?0.17),1,(0.76?1),-0.274880404,-0.163100305,-0.025660103,,,
Yatsunenko,OTU,4341886,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,NA,NA,NA,0.813,3.10E-15,(0?0.29),0.143530315,(0?0.37),0.856469685,(0.63?1),-1.211527184,-0.174405568,0.431358024,,,
Yatsunenko,OTU,2951780,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.731,3.07E-15,(0?0.2),2.37E-14,(0?0.18),1,(0.8?1),-0.397040361,-0.179451671,0.019068509,,,
Yatsunenko,OTU,2563561,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,NA,NA,NA,0.85,3.06E-15,(0?0.41),0.160563053,(0?0.39),0.839436947,(0.59?1),-0.298833954,0.0847953,0.234212277,,,
Yatsunenko,OTU,4335781,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__,NA,NA,NA,0.776,2.99E-15,(0?0.52),0.287908278,(0.05?0.5),0.712091722,(0.5?0.95),-0.343995807,0.193601623,0.365599526,,,
Yatsunenko,OTU,4440624,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.683,2.94E-15,(0?0.25),2.59E-17,(0?0),1,(0.75?1),0.222674583,0.021315257,-0.090022034,,,
Yatsunenko,OTU,349572,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.737,2.87E-15,(0?0.25),0,(0?0.16),1,(0.75?1),0.40732084,0.007518351,-0.196142069,,,
Yatsunenko,OTU,174712,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,NA,NA,NA,0.784,2.85E-15,(0?0),0.230014304,(0?0.45),0.769985696,(0.55?1),-0.293166902,0.157470756,0.304054207,,,
Yatsunenko,OTU,4426873,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__,NA,NA,NA,0.884,2.81E-15,(0?0),0.405737366,(0?0.59),0.594262634,(0.41?0.82),-0.243237091,0.353071349,0.474689894,,,
Yatsunenko,OTU,4476773,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.833,2.70E-15,(0?0.3),0.008121662,(0?0.25),0.991878338,(0.7?1),-0.166483523,-0.045037016,0.038204746,,,
Yatsunenko,OTU,4372003,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__,NA,NA,NA,0.854,2.70E-15,(0?0.48),0.325010189,(0?0.53),0.674989811,(0.47?0.91),-0.202118376,0.290002616,0.391061803,,,
Yatsunenko,OTU,199490,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.849,2.69E-15,(0?0.32),0.099045246,(0?0.33),0.900954754,(0.67?1),-0.565267111,-0.054142004,0.228491551,,,
Yatsunenko,OTU,185281,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,NA,NA,NA,0.824,2.65E-15,(0?0),0.318917558,(0.08?0.52),0.681082442,(0.48?0.92),-0.407593246,0.248054988,0.451851611,,,
Yatsunenko,OTU,319870,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.864,2.60E-15,(0?0.45),0.26392801,(0?0.48),0.73607199,(0.52?0.98),-0.306671432,0.203755372,0.357091088,,,
Yatsunenko,OTU,179460,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,NA,NA,NA,0.862,2.57E-15,(0?0.37),0.12515827,(0?0.36),0.87484173,(0.64?1),-0.266793372,0.076148599,0.209545285,,,
Yatsunenko,OTU,1108378,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,NA,NA,NA,0.855,2.55E-15,(0?0.45),0.30090655,(0.06?0.51),0.69909345,(0.49?0.94),-0.761458529,0.05375822,0.434487484,,,
