Dataset,Taxonomic Level,Traita,Taxonomyb,BMI              p valuec,BMI               q valued,Direction of association (Higher in)e,Permutation p valuef,Ag,A 95% CIh,Ci,C 95% CIj,Ek,E 95% CIl,rMZm,rDZn,2*(rMZ-rDZ)o,,,
TwinsUK,OTU,2318497,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.000734575,0.007337681,Lean,0.3945,0.052945405,(0?0.31),0.126184706,(0?0.25),0.820869889,(0.69?0.93),0.184933945,0.15281657,0.06423475,,,
TwinsUK,OTU,187212,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.000767495,0.007510773,Obese,0.2655,0.120919525,(0?0.24),3.52E-11,(0?0),0.879080475,(0.76?1),0.131928115,0.056359793,0.151136645,,,
TwinsUK,OTU,182167,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.000768429,0.007510773,Lean,0.438,0.031091779,(0?0.25),0.084976664,(0?0.2),0.883931557,(0.75?0.99),0.120675676,0.101477438,0.038396476,,,
TwinsUK,OTU,4465124,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__,0.000791217,0.007623124,Lean,0.0017,0.204230611,(0.04?0.33),7.63E-14,(0?0.1),0.795769389,(0.67?0.92),0.298882679,-0.038431715,0.674628789,,,
TwinsUK,OTU,197364,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.000796696,0.007623124,Obese,0.2209,0.083907097,(0?0.21),1.58E-11,(0?0),0.916092903,(0.79?1),0.097500257,0.026747975,0.141504563,,,
TwinsUK,OTU,174792,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.000815588,0.007722594,Obese,0.48,0.006648502,(0?0.26),0.112648512,(0?0.21),0.880702986,(0.74?0.98),0.120414402,0.117144382,0.00654004,,,
TwinsUK,OTU,187404,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.000828562,0.007764568,Lean,0.0803,0.119114339,(0?0.24),0,(0?0),0.880885661,(0.76?1),0.163966023,0.001244247,0.32544355,,,
TwinsUK,OTU,179609,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.000839108,0.007783157,Obese,0.0707,0.053004759,(0?0.18),1.77E-13,(0?0.1),0.946995241,(0.82?1),0.109361921,-0.049023399,0.316770638,,,
TwinsUK,Genus,k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter,NA,0.000850299,0.00780729,Lean,0.1481,0.201168189,(0?0.44),0.121280718,(0?0.33),0.677551092,(0.56?0.81),0.322059766,0.225297847,0.193523839,,,
TwinsUK,OTU,199286,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.000873177,0.007937181,Lean,0.0397,0.256030504,(0.02?0.37),1.84E-12,(0?0),0.743969496,(0.63?0.87),0.303608278,0.068333016,0.470550523,,,
TwinsUK,OTU,193969,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.000902964,0.008126673,Lean,0.0363,0.074412208,(0?0.21),6.09E-15,(0?0),0.925587792,(0.79?1),0.131587929,-0.036536014,0.336247886,,,
TwinsUK,OTU,198071,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.00095002,0.008466358,Obese,0.2954,0.108854531,(0?0.26),0.018082911,(0?0.19),0.873062558,(0.74?1),0.128594264,0.07465327,0.107881988,,,
TwinsUK,OTU,4438983,k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__,0.000969721,0.008475734,Lean,0.1299,0.218313537,(0?0.44),0.104535551,(0?0.33),0.677150913,(0.56?0.81),0.322564461,0.216999764,0.211129395,,,
TwinsUK,OTU,147085,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.000962803,0.008475734,Obese,0.5505,1.29E-11,(0?0),0.055451149,(0?0.15),0.944548851,(0.81?1),0.041521251,0.065869699,-0.048696896,,,
TwinsUK,OTU,196513,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.000990822,0.008496764,Lean,0.0882,0.207070376,(0?0.33),6.12E-14,(0?0),0.792929624,(0.67?0.93),0.212888799,0.091378882,0.243019835,,,
TwinsUK,OTU,198183,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.000983304,0.008496764,Obese,0.1286,0.135150795,(0?0.26),2.80E-13,(0?0.17),0.864849205,(0.74?0.99),0.159526545,0.03964199,0.239769109,,,
TwinsUK,OTU,3014082,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.001020024,0.008665441,Obese,0.3927,0.056891589,(0?0.27),0.085985063,(0?0.22),0.857123349,(0.73?0.97),0.152814688,0.112072446,0.081484485,,,
TwinsUK,OTU,183698,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.001051891,0.008853418,Obese,0.1301,0.119632144,(0?0.24),1.60E-11,(0?0),0.880367856,(0.76?1),0.152443083,0.021311857,0.262262453,,,
TwinsUK,Class,k__Archaea.p__Euryarchaeota.c__Methanobacteria,NA,0.001105402,0.009052345,Lean,0.1188,0.229821271,(0?0.46),0.107308137,(0?0.33),0.662870592,(0.54?0.8),0.33616106,0.225834862,0.220652397,,,
TwinsUK,Order,k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales,NA,0.001105402,0.009052345,Lean,0.1188,0.229821271,(0?0.46),0.107308137,(0?0.33),0.662870592,(0.54?0.8),0.33616106,0.225834862,0.220652397,,,
TwinsUK,Family,k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae,NA,0.001105402,0.009052345,Lean,0.1188,0.229821271,(0?0.46),0.107308137,(0?0.33),0.662870592,(0.54?0.8),0.33616106,0.225834862,0.220652397,,,
TwinsUK,Family,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae.,NA,0.001120967,0.009097851,Lean,0.862,9.38E-15,(0?0.21),0.088599176,(0?0.18),0.911400824,(0.82?1),0.059056994,0.112738568,-0.107363149,,,
TwinsUK,OTU,4364405,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.001158632,0.009253366,Lean,0.0229,0.252210547,(0.02?0.37),5.84E-14,(0?0),0.747789453,(0.63?0.87),0.295844076,0.066211585,0.459264983,,,
TwinsUK,OTU,198422,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.001160488,0.009253366,Obese,0.3481,0.080310107,(0?0.24),0.03277497,(0?0.18),0.886914923,(0.76?1),0.117736626,0.073227293,0.089018667,,,
TwinsUK,Genus,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__,NA,0.001204944,0.009524299,Lean,0.2634,0.136447367,(0?0.32),0.049174647,(0?0.23),0.814377986,(0.68?0.94),0.187257769,0.118744368,0.137026801,,,
TwinsUK,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__,NA,0.001239359,0.009661622,Lean,0.058,0.159687107,(0?0.28),6.21E-13,(0?0),0.840312893,(0.72?0.97),0.203024783,0.023575576,0.358898414,,,
TwinsUK,OTU,177581,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.001243575,0.009661622,Obese,0.3299,0.086875489,(0?0.27),0.044638196,(0?0.2),0.868486315,(0.73?0.99),0.131457026,0.091370834,0.080172384,,,
TwinsUK,OTU,178018,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.001377738,0.010436368,Lean,0.043,0.225153448,(0?0.35),1.86E-15,(0?0.2),0.774846552,(0.65?0.91),0.242245851,0.087094042,0.310303617,,,
TwinsUK,OTU,337511,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.001366813,0.010436368,Lean,0.0994,0.219499569,(0?0.34),0,(0?0),0.780500431,(0.66?0.91),0.248070835,0.079976153,0.336189365,,,
TwinsUK,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira,NA,0.001360906,0.010436368,Lean,0.1347,0.137075062,(0?0.26),7.71E-13,(0?0),0.862924938,(0.74?0.99),0.173503447,0.023538465,0.299929965,,,
TwinsUK,Phylum,k__Archaea.p__Euryarchaeota,NA,0.00140763,0.010574671,Lean,0.0736,0.287704899,(0?0.48),0.073483968,(0?0.32),0.638811133,(0.52?0.77),0.361254759,0.220369155,0.281771207,,,
TwinsUK,Family,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae,NA,0.00143137,0.010664878,Lean,0.2432,0.121259843,(0?0.25),2.55E-12,(0?0),0.878740157,(0.75?1),0.124744666,0.059706627,0.130076078,,,
TwinsUK,OTU,188333,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus,0.00147003,0.01086388,Obese,0.0425,0.14301765,(0?0.27),1.84E-13,(0?0),0.85698235,(0.73?0.99),0.180440699,0.021442279,0.317996841,,,
TwinsUK,OTU,317814,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.001502096,0.011011331,Lean,0.5574,5.84E-12,(0?0.3),0.206733737,(0?0.3),0.793266263,(0.68?0.89),0.20944765,0.208472766,0.001949767,,,
TwinsUK,OTU,181174,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.00165283,0.012019377,Lean,0.4263,0.034061978,(0?0.2),0.042797322,(0?0.16),0.9231407,(0.8?1),0.085892586,0.057979948,0.055825277,,,
TwinsUK,OTU,186955,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.001713899,0.012364555,Obese,0.3081,0.092865014,(0?0.23),0.004773699,(0?0.16),0.902361287,(0.77?1),0.096291402,0.052894941,0.086792922,,,
TwinsUK,OTU,311820,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.00178052,0.012744038,Obese,0.2206,0.044043194,(0?0.18),0,(0?0.11),0.955956806,(0.82?1),0.064677228,-0.001086006,0.131526467,,,
TwinsUK,OTU,3856408,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.001854882,0.013172562,Lean,0.406,0.048768179,(0?0.26),0.074072189,(0?0.2),0.877159632,(0.74?0.99),0.117859892,0.101380853,0.032958077,,,
TwinsUK,OTU,182188,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.002071488,0.014596766,Lean,0.0631,0.195055776,(0?0.32),3.99E-15,(0?0.19),0.804944224,(0.68?0.94),0.203127408,0.080107727,0.246039361,,,
TwinsUK,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__,NA,0.002167051,0.015152688,Obese,0.1416,0.233415426,(0?0.35),0,(0?0.24),0.766584574,(0.65?0.9),0.249649522,0.111693203,0.275912638,,,
TwinsUK,OTU,2256425,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__,0.002201314,0.015274765,Lean,0.0531,0.208099617,(0?0.33),2.72E-12,(0?0.18),0.791900383,(0.67?0.92),0.246087897,0.057185236,0.377805323,,,
TwinsUK,OTU,193129,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.002223717,0.015313327,Lean,0.1793,0.186723428,(0?0.32),0.010354889,(0?0.22),0.802921683,(0.68?0.94),0.189037788,0.108687122,0.160701332,,,
TwinsUK,OTU,199677,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.002268865,0.015506757,Obese,0.2875,0.018964288,(0?0.15),1.67E-13,(0?0.1),0.981035712,(0.85?1),0.037095175,-0.014078474,0.102347296,,,
TwinsUK,OTU,4446669,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.002306758,0.015648082,Lean,0.5981,2.74E-14,(0?0),0,(0?0),1,(1?1),-0.059078369,-0.000157483,-0.117841773,,,
TwinsUK,OTU,2017729,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.002418393,0.016283845,Obese,0.0498,0.125344348,(0?0.25),1.24E-13,(0?0),0.874655652,(0.75?1),0.176208283,-0.004324671,0.361065907,,,
TwinsUK,OTU,192127,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.002608434,0.017434315,Lean,0.0802,0.180560283,(0?0.3),3.37E-14,(0?0.19),0.819439717,(0.7?0.95),0.197175809,0.068625313,0.257100992,,,
TwinsUK,OTU,4372382,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.002667172,0.017696782,Lean,0.1416,0.108360232,(0?0.24),6.68E-14,(0?0.15),0.891639768,(0.76?1),0.126442638,0.031378032,0.190129213,,,
TwinsUK,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__,NA,0.002837755,0.018318418,Lean,0.0484,0.300441017,(0.02?0.41),1.82E-13,(0?0.22),0.699558983,(0.59?0.82),0.346334215,0.108543232,0.475581966,,,
TwinsUK,OTU,176062,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.002824544,0.018318418,Lean,0.0404,0.271705854,(0?0.39),2.50E-13,(0?0),0.728294146,(0.61?0.85),0.289261785,0.113762985,0.3509976,,,
TwinsUK,OTU,197890,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.002841471,0.018318418,Lean,0.1039,0.179039885,(0?0.3),0,(0?0.19),0.820960115,(0.7?0.95),0.201963461,0.060990773,0.281945377,,,
TwinsUK,OTU,196724,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.002809107,0.018318418,Obese,0.5488,8.26E-12,(0?0.28),0.18305406,(0?0.27),0.81694594,(0.73?0.91),0.166353856,0.198451488,-0.064195263,,,
TwinsUK,OTU,194110,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,0.002862498,0.018324021,Lean,0.3391,0.080619991,(0?0.32),0.115737798,(0?0.27),0.803642211,(0.68?0.92),0.214804862,0.145319902,0.13896992,,,
TwinsUK,OTU,4431545,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.003084097,0.019604503,Obese,0.1673,0.191201026,(0?0.37),0.054372012,(0?0.27),0.754426961,(0.63?0.89),0.250321391,0.149918519,0.200805744,,,
TwinsUK,OTU,182864,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.003129729,0.019756412,Obese,0.8891,5.30E-15,(0?0.25),0.130142906,(0?0.22),0.869857094,(0.75?0.97),0.113801314,0.139790115,-0.051977603,,,
TwinsUK,OTU,178117,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.003160428,0.019812614,Lean,0.898,1.83E-15,(0?0),0.076734343,(0?0.17),0.923265657,(0.8?1),0.064314666,0.090034994,-0.051440656,,,
TwinsUK,OTU,194236,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.003268228,0.020348076,Lean,0.0069,0.138489988,(0?0.27),2.83E-43,(0?0),0.861510012,(0.73?0.99),0.211033188,-0.029944003,0.481954382,,,
TwinsUK,OTU,4449427,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,0.003328756,0.02058394,Obese,0.1309,0.170683103,(0?0.29),5.76E-12,(0?0),0.829316897,(0.71?0.95),0.189250115,0.060968212,0.256563806,,,
TwinsUK,OTU,190100,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.003464146,0.021101023,Obese,0.1198,0.151988787,(0?0.28),1.73E-12,(0?0.18),0.848011213,(0.72?0.98),0.171121658,0.054290261,0.233662794,,,
TwinsUK,OTU,187917,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.003482017,0.021101023,Lean,0.3785,0.063641729,(0?0.26),0.065527002,(0?0.2),0.870831269,(0.74?0.98),0.1371912,0.09642698,0.081528439,,,
TwinsUK,OTU,162623,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,0.003477506,0.021101023,Obese,0.1567,0.032532394,(0?0.16),1.18E-11,(0?0),0.967467606,(0.84?1),0.070114042,-0.029644294,0.199516671,,,
TwinsUK,OTU,192983,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.003577369,0.021535289,Obese,0.2535,0.133696,(0?0.31),0.044369324,(0?0.23),0.821934676,(0.69?0.95),0.185249825,0.111175796,0.148148058,,,
TwinsUK,OTU,184465,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.003677013,0.021989504,Obese,0.034,0.124623174,(0?0.25),2.06E-12,(0?0.14),0.875376826,(0.75?1),0.177918043,-0.008726505,0.373289097,,,
TwinsUK,OTU,179744,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.003709248,0.022037296,Lean,0.1474,0.206792108,(0?0.38),0.047062339,(0?0.27),0.746145553,(0.62?0.88),0.263669094,0.14920616,0.228925868,,,
TwinsUK,OTU,195465,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.003742613,0.022091137,Obese,0.4444,0.025255147,(0?0.25),0.09005489,(0?0.2),0.884689963,(0.75?0.99),0.117588016,0.102440568,0.030294896,,,
TwinsUK,Family,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae,NA,0.003835652,0.022494245,Obese,0.1508,0.217218039,(0?0.35),0.019844597,(0?0.25),0.762937364,(0.65?0.9),0.251925786,0.125173405,0.253504762,,,
TwinsUK,OTU,1102370,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.003882444,0.022622704,Lean,0.067,0.292781968,(0?0.44),0.036484915,(0?0.29),0.670733117,(0.56?0.81),0.336175162,0.182902868,0.30654459,,,
TwinsUK,OTU,4425669,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.004091451,0.023688721,Lean,0.3078,0.09982799,(0?0.32),0.083474129,(0?0.24),0.816697882,(0.68?0.94),0.178230239,0.136879827,0.082700823,,,
TwinsUK,OTU,302160,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.004312634,0.024811296,Lean,0.0962,0.188550733,(0?0.31),1.02E-11,(0?0.19),0.811449267,(0.69?0.94),0.220067237,0.057705499,0.324723475,,,
TwinsUK,OTU,292758,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.004385818,0.025073641,Lean,0.0163,0.29736843,(0.03?0.41),5.29E-16,(0?0.19),0.70263157,(0.59?0.83),0.321010997,0.111221738,0.419578518,,,
TwinsUK,OTU,4439603,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,0.004419902,0.025110571,Obese,0.8481,2.56E-14,(0?0.13),0.181037434,(0.06?0.27),0.818962566,(0.73?0.91),0.050236531,0.281721009,-0.462968957,,,
TwinsUK,OTU,177172,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.004677542,0.026409226,Obese,0.0471,0.112718674,(0?0.24),2.29E-14,(0?0),0.887281326,(0.76?1),0.169773798,-0.021463374,0.382474344,,,
TwinsUK,OTU,180606,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus,0.00471495,0.026456106,Obese,0.2154,0.047740487,(0?0.17),1.09E-13,(0?0),0.952259513,(0.83?1),0.076551101,-0.011582407,0.176267017,,,
TwinsUK,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.,NA,0.004821772,0.026889512,Obese,0.5881,4.32E-12,(0?0.21),0.0868274,(0?0.18),0.9131726,(0.82?1),0.049823151,0.112041897,-0.124437492,,,
TwinsUK,OTU,212532,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.00504541,0.027965106,Lean,0.0363,0.257825702,(0?0.38),9.73E-14,(0?0),0.742174298,(0.62?0.88),0.259740228,0.119822621,0.279835214,,,
TwinsUK,OTU,4202174,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.006201593,0.034165139,Lean,0.2135,0.15391226,(0?0.37),0.086941363,(0?0.28),0.759146378,(0.63?0.89),0.250184048,0.161765256,0.176837584,,,
TwinsUK,OTU,177134,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.006398019,0.035034936,Lean,0.0219,0.253188127,(0.03?0.37),2.03E-15,(0?0.16),0.746811873,(0.63?0.87),0.302346333,0.058524241,0.487644184,,,
TwinsUK,OTU,180414,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.006601773,0.035894289,Obese,0.1422,0.157376141,(0.03?0.28),1.14E-14,(0?0),0.842623859,(0.72?0.98),0.168788186,0.068137486,0.2013014,,,
TwinsUK,OTU,178965,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.006633928,0.035894289,Lean,0.2382,0.147510832,(0?0.31),0.043826804,(0?0.24),0.808662364,(0.69?0.93),0.216104542,0.107020033,0.218169019,,,
TwinsUK,OTU,184525,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.00679339,0.036539592,Obese,0.0302,0.159838584,(0?0.28),1.73E-11,(0?0.13),0.840161416,(0.72?0.96),0.229199417,-0.025184629,0.508768092,,,
TwinsUK,OTU,4020502,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.006860413,0.036683034,Lean,0.7521,3.67E-13,(0?0),0.05496491,(0?0.15),0.94503509,(0.85?1),0.015126458,0.085325418,-0.14039792,,,
TwinsUK,OTU,4437359,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.007127174,0.037448562,Lean,0.2313,0.151682557,(0?0.31),0.034548524,(0?0.23),0.813768919,(0.69?0.94),0.188829698,0.105568452,0.166522492,,,
TwinsUK,OTU,185558,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.007093068,0.037448562,Lean,0.0544,0.12194561,(0?0.25),4.23E-12,(0?0.14),0.87805439,(0.75?1),0.174120466,-0.008772375,0.365785683,,,
TwinsUK,OTU,4425663,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.007124808,0.037448562,Lean,0.5927,3.59E-12,(0?0.26),0.129134142,(0?0.22),0.870865858,(0.78?0.97),0.113073582,0.141086619,-0.056026073,,,
TwinsUK,OTU,4331760,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.007645095,0.039939032,Lean,0.9037,8.65E-27,(0?0),0.000401456,(0?0.1),0.999598544,(0.88?1),-0.011335239,0.013444825,-0.049560129,,,
TwinsUK,OTU,3422630,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.007739342,0.039971943,Lean,0.0316,0.159151832,(0?0.28),2.03E-25,(0?0),0.840848168,(0.72?0.97),0.214047837,0.004030689,0.420034295,,,
TwinsUK,OTU,187356,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.007717864,0.039971943,Obese,0.1301,0.057895514,(0?0.18),3.16E-13,(0?0),0.942104486,(0.82?1),0.100037171,-0.028787276,0.257648895,,,
TwinsUK,OTU,189828,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.007862015,0.04037611,Lean,0.0921,0.237599216,(0?0.35),3.85E-13,(0?0),0.762400784,(0.65?0.9),0.248237285,0.105186532,0.286101506,,,
TwinsUK,OTU,192720,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.007980859,0.040756182,Lean,0.1322,0.220400323,(0?0.34),0,(0?0.27),0.779599677,(0.66?0.93),0.193362494,0.157680176,0.071364636,,,
TwinsUK,OTU,179267,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.00808792,0.041072177,Obese,0.0684,0.150831467,(0?0.27),6.46E-12,(0?0),0.849168533,(0.73?0.97),0.209190042,-0.00555426,0.429488603,,,
TwinsUK,OTU,4419459,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.008249111,0.041427855,Lean,0.1403,0.216330652,(0?0.36),0.016261517,(0?0.24),0.767407831,(0.64?0.91),0.224639181,0.128919468,0.191439425,,,
TwinsUK,OTU,188316,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.008216503,0.041427855,Lean,0.7934,3.87E-14,(0?0),0.015735119,(0?0.11),0.984264881,(0.86?1),0.002716998,0.028879571,-0.052325146,,,
TwinsUK,OTU,309391,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.008355363,0.041730905,Lean,1,0,(0?0),0,(0?0),1,(1?1),0.032294641,-0.095229799,0.25504888,,,
TwinsUK,OTU,230421,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.0084581,0.041784854,Obese,0.3834,0.055586669,(0?0.27),0.077891676,(0?0.21),0.866521656,(0.73?0.98),0.141873025,0.104351553,0.075042945,,,
